scenario,TE1_OSPF_mean,TE1_OSPF_sd,TE2_MATE_mean,TE2_MATE_sd,TE3_TeXCP_mean,TE3_TeXCP_sd,BC_locked_mean
S1_Nominal,3.525896843736239,0.31647842285047667,3.727962229042973,0.44971149873950284,0.2281038404267186,0.5034874597425507,3.05
S2_FlashCrowd,3.8667529309644,0.3160312042488239,4.122535307606137,0.4310615546571066,0.6616891361275417,1.106161258182761,0.1
S3_PoP_Failure,4.088870753334033,0.3186635731521174,0.7856295246706443,0.6937211222624238,0.3015547348325217,0.3336109864155106,3.24
S4_BGP_Anomaly,3.6228849995346395,0.24798022701958736,3.9661340444795052,0.46148775134417536,0.8592631741976154,0.6191123911175189,3.18
S5_WACREN_OOD,4.377277424579601,0.2716236261139692,4.613581032110622,0.5731735569362973,0.21404309650847747,0.7749632878204671,0.54
